BookUrl,NumberOfTweets,Readers,Language,AuthorUrl
https://leanpub.com/laravel-testing-decoded,,2166,English 日本語 italiana magyar,https://leanpub.com/u/jeffreyway
https://leanpub.com/ladyandthehawk,,2,English,https://leanpub.com/u/iskiea
https://leanpub.com/globalmoves,,74,English,https://leanpub.com/u/caitlinmcdonald
https://leanpub.com/tonalli,,,El idioma del libro: Español,https://leanpub.com/u/villafuerte
https://leanpub.com/leanchangemethod,,368,English,https://leanpub.com/u/thomasjeffreyandersontwin
https://leanpub.com/thequietinspector,,7,English,https://leanpub.com/u/jonguenther
https://leanpub.com/patternsinc,,421,English,https://leanpub.com/u/adamtornhill
https://leanpub.com/invisibledisability,,6,English,https://leanpub.com/u/mayatrimner
https://leanpub.com/Mongolia2014,,,English,https://leanpub.com/u/woodegg
https://leanpub.com/codingindelphi,,170,English,https://leanpub.com/u/nickhodges
https://leanpub.com/riskofskin,,,English,https://leanpub.com/u/davidpollard
https://leanpub.com/ArchesInstallationGuide,,122,English,https://leanpub.com/u/arches
https://leanpub.com/introduccionalean,,43,El idioma del libro: Español,https://leanpub.com/u/josemiguelvivesmartinez
https://leanpub.com/fruitsofthespirit,,,English,https://leanpub.com/u/peterb
https://leanpub.com/settingupscientificpythonformacosx,,6,English,https://leanpub.com/u/gnperdue
https://leanpub.com/theknowledgeeconomy,,7,English,https://leanpub.com/u/kimparker
