https://leanpub.com/u/woodegg,https://twitter.com/sivers,277000
https://leanpub.com/u/ericries,https://twitter.com/ericries,175000
https://leanpub.com/u/hunterwalk,https://twitter.com/hunterwalk,66900
https://leanpub.com/u/jimkitzmiller,https://twitter.com/JimKitzmiller,65800
https://leanpub.com/u/stevecorona,https://twitter.com/stevencorona,56300
https://leanpub.com/u/nzakas,https://twitter.com/slicknet,25300
https://leanpub.com/u/heraldleader,https://twitter.com/heraldleader,24300
https://leanpub.com/u/obie,https://twitter.com/obie,8911
https://leanpub.com/u/paulbradshaw,https://twitter.com/paulbradshaw,21400
https://leanpub.com/u/jeffreyway,https://twitter.com/jeffrey_way,21300
https://leanpub.com/u/benlinders,https://twitter.com/lgoncalves1979,14800
https://leanpub.com/u/royosherove,https://twitter.com/tastapod,14400
https://leanpub.com/u/fargoer,https://twitter.com/fargoerbooks,13700
https://leanpub.com/u/taylorotwell,https://twitter.com/taylorotwell,13000
https://leanpub.com/u/coreyhaines,https://twitter.com/coreyhaines,12800
https://leanpub.com/u/markgraban,https://twitter.com/markgraban,12000
https://leanpub.com/u/royosherove,https://twitter.com/royosherove,11700
https://leanpub.com/u/amandataub,https://twitter.com/alanna_shaikh,11700
https://leanpub.com/u/joshlockhart,https://twitter.com/philsturgeon,11100
https://leanpub.com/u/dubber,https://twitter.com/dubber,11100
https://leanpub.com/u/EtherealMind,https://twitter.com/EtherealMind,11000
https://leanpub.com/u/dongray,https://twitter.com/donaldegray,10900
https://leanpub.com/u/autismfather,https://twitter.com/autismfather,10700
https://leanpub.com/u/hkniberg,https://twitter.com/henrikkniberg,9356
https://leanpub.com/u/raganwald,https://twitter.com/raganwald,9284
https://leanpub.com/u/raganwald,https://leanpub.com/u/raganwald,9284
https://leanpub.com/u/testobsessed,https://twitter.com/testobsessed,8613
https://leanpub.com/u/fogus,https://twitter.com/fogus,8380
https://leanpub.com/u/jimmurdoch,https://twitter.com/jimmurdoch,7461
https://leanpub.com/u/jerryweinberg,https://twitter.com/jerryweinberg,7213
https://leanpub.com/u/ijansch,https://twitter.com/lornajane,7134
https://leanpub.com/u/marick,https://twitter.com/marick,6936
https://leanpub.com/u/dnguyen,https://twitter.com/dancow,6697
https://leanpub.com/u/alaguna,https://twitter.com/daylerees,6654
https://leanpub.com/u/johannarothman,https://twitter.com/johannarothman,6462
https://leanpub.com/u/jbrains,https://twitter.com/jbrains,6122
https://leanpub.com/u/xdite,https://twitter.com/xdite,6121
https://leanpub.com/u/jameshigginbotham,https://twitter.com/CaseySoftware,6071
https://leanpub.com/u/lunivore,https://twitter.com/lunivore,5841
https://leanpub.com/u/mrlockyer,https://twitter.com/mrlockyer,5802
https://leanpub.com/u/derickbailey,https://twitter.com/derickbailey,5728
https://leanpub.com/u/chartjes,https://twitter.com/grmpyprogrammer,5571
https://leanpub.com/u/satishtalim,https://twitter.com/IndianGuru,5492
https://leanpub.com/u/jhauraw,https://twitter.com/jhaurawachsman,5472
https://leanpub.com/u/soyjavi,https://twitter.com/soyjavi,5271
https://leanpub.com/u/graham1,https://twitter.com/secboffin,5215
https://leanpub.com/u/simonbrown,https://twitter.com/simonbrown,4703
https://leanpub.com/u/stevelosh,https://twitter.com/stevelosh,4624
https://leanpub.com/u/josephstash,https://twitter.com/alice_emily,4458
https://leanpub.com/u/theashfurrow,https://twitter.com/ashfurrow,4414
https://leanpub.com/u/ccornutt,https://twitter.com/enygma,4367
https://leanpub.com/u/ryanbigg,https://twitter.com/ryanbigg,4256
https://leanpub.com/u/karengreaves,https://twitter.com/YvesHanoulle,4052
https://leanpub.com/u/JamieFlinchbaugh,https://twitter.com/flinchbaugh,4034
https://leanpub.com/u/swizec,https://twitter.com/swizec,4018
https://leanpub.com/u/peteashton,https://twitter.com/peteashton,3826
https://leanpub.com/u/joshearl,https://twitter.com/josh_earl,3807
https://leanpub.com/u/erikaheidi,https://twitter.com/erikaheidi,3688
https://leanpub.com/u/geerlingguy,https://twitter.com/geerlingguy,3524
https://leanpub.com/u/roblambert121,https://twitter.com/rob_lambert,3458
https://leanpub.com/u/msurguy,https://twitter.com/msurguy,3443
https://leanpub.com/u/fideloper,https://twitter.com/fideloper,3213
https://leanpub.com/u/rosbarber,https://twitter.com/rosbarber,3213
https://leanpub.com/u/antclay,https://twitter.com/Soulsailor,3140
https://leanpub.com/u/jeffmcneill,https://twitter.com/jeffmcneill,3094
https://leanpub.com/u/thomasdavis,https://twitter.com/neutralthoughts,3007
https://leanpub.com/u/juliendorra,https://twitter.com/juliendorra,2998
https://leanpub.com/u/GeorgeDonnelly,https://twitter.com/GeorgeDonnelly,2866
https://leanpub.com/u/cindyfsolomon,https://twitter.com/cindyfsolomon,2770
https://leanpub.com/u/tante,https://twitter.com/tante,2744
https://leanpub.com/u/mvizdos,https://twitter.com/mvizdos,2701
https://leanpub.com/u/pgte,https://twitter.com/pgte,2692
https://leanpub.com/u/drewmccormack,https://twitter.com/drewmccormack,2608
https://leanpub.com/u/azat,https://twitter.com/azat_co,2607
https://leanpub.com/u/tetradian,https://twitter.com/tetradian,2427
https://leanpub.com/u/jasonlittle,https://twitter.com/jasonlittle,2367
https://leanpub.com/u/danielwildt,https://twitter.com/dwildt,2351
https://leanpub.com/u/zenbullets,https://twitter.com/zenbullets,2275
https://leanpub.com/u/stanleyandkatrina,https://twitter.com/StanleyNKatrina,2245
https://leanpub.com/u/laurentbossavit,https://twitter.com/Morendil,2190
https://leanpub.com/u/danackerson,https://twitter.com/mmarschall,2182
https://leanpub.com/u/diniscruz,https://twitter.com/DinisCruz,2170
https://leanpub.com/u/dds,https://twitter.com/CoolSWEng,2117
https://leanpub.com/u/tottinge,https://twitter.com/tottinge,2078
https://leanpub.com/u/MarkNijhof,https://twitter.com/MarkNijhof,2074
https://leanpub.com/u/ajjuliani,https://twitter.com/edismylife,2062
https://leanpub.com/u/julienbayle,https://twitter.com/julienbayle,1978
https://leanpub.com/u/libbysinclair,https://twitter.com/scifilibby,1963
https://leanpub.com/u/pmjones,https://twitter.com/pmjones,1937
https://leanpub.com/u/pablitux,https://twitter.com/pablitux,1937
https://leanpub.com/u/garyjones,https://twitter.com/GaryJ,1923
https://leanpub.com/u/jillsanders,https://twitter.com/jillmsanders,1915
https://leanpub.com/u/paulocaroli,https://twitter.com/paulocaroli,1903
https://leanpub.com/u/cheezy,https://twitter.com/chzy,1889
https://leanpub.com/u/dexbarrett,https://twitter.com/benedmunds,1857
https://leanpub.com/u/mrhaki,https://twitter.com/mrhaki,1832
