https://leanpub.com/judo4parents,1204,19,1,Set(https://leanpub.com/u/lancewicks)
https://leanpub.com/buildingsecurephpapps-es,1857,0,2,"Set(https://leanpub.com/u/benedmunds, https://leanpub.com/u/dexbarrett)"
https://leanpub.com/EverlastingArm,0,0,1,Set(https://leanpub.com/u/stevemiller)
https://leanpub.com/murdered_professor,1372,0,1,Set(https://leanpub.com/u/sausheong)
https://leanpub.com/ShacharWants,28,0,1,Set(https://leanpub.com/u/ideetsivan)
https://leanpub.com/10-Women-and-Their-Venture-to-The-World-of-Erotica,0,0,1,Set(https://leanpub.com/u/penelopestmartin)
https://leanpub.com/how-convert-psd-photoshop-html-css,106,8,1,Set(https://leanpub.com/u/artmov)
https://leanpub.com/cognitiveproductivity,86,0,1,Set(https://leanpub.com/u/LucBeaudoin)
https://leanpub.com/aventura-en-las-arenas,0,13,0,Set()
https://leanpub.com/Exploiting_MVC,2170,62,1,Set(https://leanpub.com/u/diniscruz)
https://leanpub.com/HongKong2014,277000,0,1,Set(https://leanpub.com/u/woodegg)
https://leanpub.com/apocalipses-individuais,980,0,1,Set(https://leanpub.com/u/alexpiaz)
https://leanpub.com/git-flow,5472,176,1,Set(https://leanpub.com/u/jhauraw)
https://leanpub.com/msoffice,0,35,1,Set(https://leanpub.com/u/cyrijones2)
https://leanpub.com/naturesfate,0,4,1,Set(https://leanpub.com/u/rileyaddams)
https://leanpub.com/gundamseeddestinydarknessrising,181,0,1,Set(https://leanpub.com/u/docwinters)
https://leanpub.com/securingphp-usualsuspects,4367,79,1,Set(https://leanpub.com/u/ccornutt)
https://leanpub.com/building-backbone-plugins,5728,1003,2,"Set(https://leanpub.com/u/derickbailey, https://leanpub.com/u/jeromegn)"
https://leanpub.com/We_are_the_KAMZ,6,38,1,Set(https://leanpub.com/u/jgribeiro)
https://leanpub.com/Asia2014,277000,0,1,Set(https://leanpub.com/u/woodegg)
https://leanpub.com/tpwr,255,0,1,Set(https://leanpub.com/u/robmil)
https://leanpub.com/sexiliketoremember,0,0,1,Set(https://leanpub.com/u/nadiaalgerl)
https://leanpub.com/SometimesWeRan,1360,2,1,Set(https://leanpub.com/u/stephendrivick)
https://leanpub.com/cheatingdeath,0,0,1,Set(https://leanpub.com/u/stephenmoore)
https://leanpub.com/netiquette,0,3,1,Set(https://leanpub.com/u/matthewstrawbridge)
https://leanpub.com/offthebook,0,2,1,Set(https://leanpub.com/u/delodell)
https://leanpub.com/essaysforcafephilosophy,46,0,1,Set(https://leanpub.com/u/michaelpicard)
https://leanpub.com/defmacro,0,102,0,Set()
https://leanpub.com/blackmagic,0,0,1,Set(https://leanpub.com/u/danshaurette)
https://leanpub.com/faitmaison,0,0,1,Set(https://leanpub.com/u/rachelpanckhurst)
https://leanpub.com/gabbiani,551,11,1,Set(https://leanpub.com/u/williamghelfi)
https://leanpub.com/lotharsstratagem,1963,0,1,Set(https://leanpub.com/u/libbysinclair)
https://leanpub.com/youarewhatyoudecide,95,0,1,Set(https://leanpub.com/u/seanbrady)
https://leanpub.com/using-zend-framework-2,0,196,1,Set(https://leanpub.com/u/zexspectrum)
https://leanpub.com/moondrop,15,0,1,Set(https://leanpub.com/u/jennatoff)
https://leanpub.com/r-for-excelusers,0,0,1,Set(https://leanpub.com/u/jtaveras)
https://leanpub.com/EABA,0,39,1,Set(https://leanpub.com/u/thomaskilian)
https://leanpub.com/express,2607,665,1,Set(https://leanpub.com/u/azat)
https://leanpub.com/thecitizen,0,0,1,Set(https://leanpub.com/u/venuswicca)
https://leanpub.com/zodiacaa,0,0,1,Set(https://leanpub.com/u/juanmagg)
https://leanpub.com/datajournalism,1499,140,1,Set(https://leanpub.com/u/clairemiller)
https://leanpub.com/theseer,0,136,1,Set(https://leanpub.com/u/davidrobinson)
https://leanpub.com/community,2998,8,1,Set(https://leanpub.com/u/juliendorra)
https://leanpub.com/ErfolgreicheRetrospektiven,181,0,1,Set(https://leanpub.com/u/judithandresen)
https://leanpub.com/senateofblood,154,30,1,Set(https://leanpub.com/u/ellanathornton-wheybrew)
https://leanpub.com/ensembles,2608,0,1,Set(https://leanpub.com/u/drewmccormack)
https://leanpub.com/laravel4-tr,124,706,1,Set(https://leanpub.com/u/sineld)
https://leanpub.com/learnvimscriptthehardway,4624,588,1,Set(https://leanpub.com/u/stevelosh)
https://leanpub.com/leanchange,2367,328,1,Set(https://leanpub.com/u/jasonlittle)
https://leanpub.com/iword-mechanic-design-rule,0,2,1,Set(https://leanpub.com/u/iword)
https://leanpub.com/wewut,963,249,1,Set(https://leanpub.com/u/jayfields)
